species,area,depth_m,num_obs
clathromorphum_sp,Halfway Rock Inner,16,81
clathromorphum_sp,Halfway Rock Outer,9,35
clathromorphum_sp,Halfway Rock Outer,10,27
clathromorphum_sp,Halfway Rock Outer,12,22
clathromorphum_sp,Halfway Rock Outer,15,28
clathromorphum_sp,Shag Rocks Inner,8,80
clathromorphum_sp,Shag Rocks Outer,8,45
clathromorphum_sp,Shag Rocks Outer,9,36
cliona_spp,Dive Beach,7,133
cliona_spp,Halfway Rock Inner,7,33
cliona_spp,Halfway Rock Inner,16,81
cliona_spp,Halfway Rock Outer,9,35
cliona_spp,Halfway Rock Outer,10,27
cliona_spp,Halfway Rock Outer,12,22
cliona_spp,Halfway Rock Outer,15,28
cliona_spp,Shag Rocks Inner,8,80
cliona_spp,Shag Rocks Outer,8,45
cliona_spp,Shag Rocks Outer,9,36
dendrodoa_carnea,Dive Beach,7,133
dendrodoa_carnea,Halfway Rock Inner,7,33
dendrodoa_carnea,Halfway Rock Inner,16,81
dendrodoa_carnea,Halfway Rock Outer,9,35
dendrodoa_carnea,Halfway Rock Outer,10,27
dendrodoa_carnea,Halfway Rock Outer,12,22
dendrodoa_carnea,Halfway Rock Outer,15,28
dendrodoa_carnea,Shag Rocks Inner,8,80
dendrodoa_carnea,Shag Rocks Outer,8,45
dendrodoa_carnea,Shag Rocks Outer,9,36
didemnum_albidum,Dive Beach,7,133
didemnum_albidum,Halfway Rock Inner,7,33
didemnum_albidum,Halfway Rock Inner,16,81
didemnum_albidum,Halfway Rock Outer,9,35
didemnum_albidum,Halfway Rock Outer,10,27
didemnum_albidum,Halfway Rock Outer,12,22
didemnum_albidum,Halfway Rock Outer,15,28
didemnum_albidum,Shag Rocks Inner,8,80
didemnum_albidum,Shag Rocks Outer,8,45
didemnum_albidum,Shag Rocks Outer,9,36
didemnum_vexillum,Dive Beach,7,133
didemnum_vexillum,Halfway Rock Inner,7,33
didemnum_vexillum,Halfway Rock Inner,16,81
didemnum_vexillum,Halfway Rock Outer,9,35
didemnum_vexillum,Halfway Rock Outer,10,27
didemnum_vexillum,Halfway Rock Outer,12,22
didemnum_vexillum,Halfway Rock Outer,15,28
didemnum_vexillum,Shag Rocks Inner,8,80
didemnum_vexillum,Shag Rocks Outer,8,45
didemnum_vexillum,Shag Rocks Outer,9,36
diplosoma_listerianum,Dive Beach,7,133
diplosoma_listerianum,Halfway Rock Inner,7,33
diplosoma_listerianum,Halfway Rock Inner,16,81
diplosoma_listerianum,Halfway Rock Outer,9,35
diplosoma_listerianum,Halfway Rock Outer,10,27
diplosoma_listerianum,Halfway Rock Outer,12,22
diplosoma_listerianum,Halfway Rock Outer,15,28
diplosoma_listerianum,Shag Rocks Inner,8,80
diplosoma_listerianum,Shag Rocks Outer,8,45
diplosoma_listerianum,Shag Rocks Outer,9,36
edwardsiella_lineata,Dive Beach,7,133
edwardsiella_lineata,Halfway Rock Inner,7,33
edwardsiella_lineata,Halfway Rock Inner,16,81
edwardsiella_lineata,Halfway Rock Outer,9,35
edwardsiella_lineata,Halfway Rock Outer,10,27
edwardsiella_lineata,Halfway Rock Outer,12,22
edwardsiella_lineata,Halfway Rock Outer,15,28
edwardsiella_lineata,Shag Rocks Inner,8,80
edwardsiella_lineata,Shag Rocks Outer,8,45
edwardsiella_lineata,Shag Rocks Outer,9,36
encrusting_bryozoan,Dive Beach,7,133
encrusting_bryozoan,Halfway Rock Inner,7,33
encrusting_bryozoan,Halfway Rock Inner,16,81
encrusting_bryozoan,Halfway Rock Outer,9,35
encrusting_bryozoan,Halfway Rock Outer,10,27
encrusting_bryozoan,Halfway Rock Outer,12,22
encrusting_bryozoan,Halfway Rock Outer,15,28
encrusting_bryozoan,Shag Rocks Inner,8,80
encrusting_bryozoan,Shag Rocks Outer,8,45
encrusting_bryozoan,Shag Rocks Outer,9,36
erect_bryozoan_sub,Dive Beach,7,133
erect_bryozoan_sub,Halfway Rock Inner,7,33
erect_bryozoan_sub,Halfway Rock Inner,16,81
erect_bryozoan_sub,Halfway Rock Outer,9,35
erect_bryozoan_sub,Halfway Rock Outer,10,27
erect_bryozoan_sub,Halfway Rock Outer,12,22
erect_bryozoan_sub,Halfway Rock Outer,15,28
erect_bryozoan_sub,Shag Rocks Inner,8,80
erect_bryozoan_sub,Shag Rocks Outer,8,45
erect_bryozoan_sub,Shag Rocks Outer,9,36
green_algae_sub,Dive Beach,7,133
green_algae_sub,Halfway Rock Inner,7,33
green_algae_sub,Halfway Rock Inner,16,81
green_algae_sub,Halfway Rock Outer,9,35
green_algae_sub,Halfway Rock Outer,10,27
green_algae_sub,Halfway Rock Outer,12,22
green_algae_sub,Halfway Rock Outer,15,28
green_algae_sub,Shag Rocks Inner,8,80
green_algae_sub,Shag Rocks Outer,8,45
green_algae_sub,Shag Rocks Outer,9,36
halichondria_panicea,Dive Beach,7,133
halichondria_panicea,Halfway Rock Inner,7,33
halichondria_panicea,Halfway Rock Inner,16,81
halichondria_panicea,Halfway Rock Outer,9,35
halichondria_panicea,Halfway Rock Outer,10,27
halichondria_panicea,Halfway Rock Outer,12,22
halichondria_panicea,Halfway Rock Outer,15,28
halichondria_panicea,Shag Rocks Inner,8,80
halichondria_panicea,Shag Rocks Outer,8,45
halichondria_panicea,Shag Rocks Outer,9,36
haliclona_oculata,Dive Beach,7,133
haliclona_oculata,Halfway Rock Inner,7,33
haliclona_oculata,Halfway Rock Inner,16,81
haliclona_oculata,Halfway Rock Outer,9,35
haliclona_oculata,Halfway Rock Outer,10,27
haliclona_oculata,Halfway Rock Outer,12,22
haliclona_oculata,Halfway Rock Outer,15,28
haliclona_oculata,Shag Rocks Inner,8,80
haliclona_oculata,Shag Rocks Outer,8,45
haliclona_oculata,Shag Rocks Outer,9,36
halisarca_nahantensis,Dive Beach,7,133
halisarca_nahantensis,Halfway Rock Inner,7,33
halisarca_nahantensis,Halfway Rock Inner,16,81
halisarca_nahantensis,Halfway Rock Outer,9,35
halisarca_nahantensis,Halfway Rock Outer,10,27
halisarca_nahantensis,Halfway Rock Outer,12,22
halisarca_nahantensis,Halfway Rock Outer,15,28
halisarca_nahantensis,Shag Rocks Inner,8,80
halisarca_nahantensis,Shag Rocks Outer,8,45
halisarca_nahantensis,Shag Rocks Outer,9,36
halocynthia_pyriformis,Dive Beach,7,133
halocynthia_pyriformis,Halfway Rock Inner,7,33
halocynthia_pyriformis,Halfway Rock Inner,16,81
halocynthia_pyriformis,Halfway Rock Outer,9,35
halocynthia_pyriformis,Halfway Rock Outer,10,27
halocynthia_pyriformis,Halfway Rock Outer,12,22
halocynthia_pyriformis,Halfway Rock Outer,15,28
halocynthia_pyriformis,Shag Rocks Inner,8,80
halocynthia_pyriformis,Shag Rocks Outer,8,45
halocynthia_pyriformis,Shag Rocks Outer,9,36
hyd_bry_complex,Dive Beach,7,133
hyd_bry_complex,Halfway Rock Inner,7,33
hyd_bry_complex,Halfway Rock Inner,16,81
hyd_bry_complex,Halfway Rock Outer,9,35
hyd_bry_complex,Halfway Rock Outer,10,27
hyd_bry_complex,Halfway Rock Outer,12,22
hyd_bry_complex,Halfway Rock Outer,15,28
hyd_bry_complex,Shag Rocks Inner,8,80
hyd_bry_complex,Shag Rocks Outer,8,45
hyd_bry_complex,Shag Rocks Outer,9,36
hydroid_sub,Dive Beach,7,133
hydroid_sub,Halfway Rock Inner,7,33
hydroid_sub,Halfway Rock Inner,16,81
hydroid_sub,Halfway Rock Outer,9,35
hydroid_sub,Halfway Rock Outer,10,27
hydroid_sub,Halfway Rock Outer,12,22
hydroid_sub,Halfway Rock Outer,15,28
hydroid_sub,Shag Rocks Inner,8,80
hydroid_sub,Shag Rocks Outer,8,45
hydroid_sub,Shag Rocks Outer,9,36
hymedesmia_sp,Dive Beach,7,133
hymedesmia_sp,Halfway Rock Inner,7,33
hymedesmia_sp,Halfway Rock Inner,16,81
hymedesmia_sp,Halfway Rock Outer,9,35
hymedesmia_sp,Halfway Rock Outer,10,27
hymedesmia_sp,Halfway Rock Outer,12,22
hymedesmia_sp,Halfway Rock Outer,15,28
hymedesmia_sp,Shag Rocks Inner,8,80
hymedesmia_sp,Shag Rocks Outer,8,45
hymedesmia_sp,Shag Rocks Outer,9,36
isodictya_spp,Dive Beach,7,133
isodictya_spp,Halfway Rock Inner,7,33
isodictya_spp,Halfway Rock Inner,16,81
isodictya_spp,Halfway Rock Outer,9,35
isodictya_spp,Halfway Rock Outer,10,27
isodictya_spp,Halfway Rock Outer,12,22
isodictya_spp,Halfway Rock Outer,15,28
isodictya_spp,Shag Rocks Inner,8,80
isodictya_spp,Shag Rocks Outer,8,45
isodictya_spp,Shag Rocks Outer,9,36
leucosolenia_spp,Dive Beach,7,133
leucosolenia_spp,Halfway Rock Inner,7,33
leucosolenia_spp,Halfway Rock Inner,16,81
leucosolenia_spp,Halfway Rock Outer,9,35
leucosolenia_spp,Halfway Rock Outer,10,27
leucosolenia_spp,Halfway Rock Outer,12,22
leucosolenia_spp,Halfway Rock Outer,15,28
leucosolenia_spp,Shag Rocks Inner,8,80
leucosolenia_spp,Shag Rocks Outer,8,45
leucosolenia_spp,Shag Rocks Outer,9,36
lithothamnion_spp,Dive Beach,7,133
lithothamnion_spp,Halfway Rock Inner,7,33
lithothamnion_spp,Halfway Rock Inner,16,81
lithothamnion_spp,Halfway Rock Outer,9,35
lithothamnion_spp,Halfway Rock Outer,10,27
lithothamnion_spp,Halfway Rock Outer,12,22
lithothamnion_spp,Halfway Rock Outer,15,28
lithothamnion_spp,Shag Rocks Inner,8,80
lithothamnion_spp,Shag Rocks Outer,8,45
lithothamnion_spp,Shag Rocks Outer,9,36
metridium_sub,Dive Beach,7,133
metridium_sub,Halfway Rock Inner,7,33
metridium_sub,Halfway Rock Inner,16,81
metridium_sub,Halfway Rock Outer,9,35
metridium_sub,Halfway Rock Outer,10,27
metridium_sub,Halfway Rock Outer,12,22
metridium_sub,Halfway Rock Outer,15,28
metridium_sub,Shag Rocks Inner,8,80
metridium_sub,Shag Rocks Outer,8,45
metridium_sub,Shag Rocks Outer,9,36
modiolus_modiolus,Dive Beach,7,133
modiolus_modiolus,Halfway Rock Inner,7,33
modiolus_modiolus,Halfway Rock Inner,16,81
modiolus_modiolus,Halfway Rock Outer,9,35
modiolus_modiolus,Halfway Rock Outer,10,27
modiolus_modiolus,Halfway Rock Outer,12,22
modiolus_modiolus,Halfway Rock Outer,15,28
modiolus_modiolus,Shag Rocks Inner,8,80
modiolus_modiolus,Shag Rocks Outer,8,45
modiolus_modiolus,Shag Rocks Outer,9,36
molgula_citrina,Dive Beach,7,133
molgula_citrina,Halfway Rock Inner,7,33
molgula_citrina,Halfway Rock Inner,16,81
molgula_citrina,Halfway Rock Outer,9,35
molgula_citrina,Halfway Rock Outer,10,27
molgula_citrina,Halfway Rock Outer,12,22
molgula_citrina,Halfway Rock Outer,15,28
molgula_citrina,Shag Rocks Inner,8,80
molgula_citrina,Shag Rocks Outer,8,45
molgula_citrina,Shag Rocks Outer,9,36
mytilus_edulis,Dive Beach,7,133
mytilus_edulis,Halfway Rock Inner,7,33
mytilus_edulis,Halfway Rock Inner,16,81
mytilus_edulis,Halfway Rock Outer,9,35
mytilus_edulis,Halfway Rock Outer,10,27
mytilus_edulis,Halfway Rock Outer,12,22
mytilus_edulis,Halfway Rock Outer,15,28
mytilus_edulis,Shag Rocks Inner,8,80
mytilus_edulis,Shag Rocks Outer,8,45
mytilus_edulis,Shag Rocks Outer,9,36
orange_sponge_crust,Dive Beach,7,133
orange_sponge_crust,Halfway Rock Inner,7,33
orange_sponge_crust,Halfway Rock Inner,16,81
orange_sponge_crust,Halfway Rock Outer,9,35
orange_sponge_crust,Halfway Rock Outer,10,27
orange_sponge_crust,Halfway Rock Outer,12,22
orange_sponge_crust,Halfway Rock Outer,15,28
orange_sponge_crust,Shag Rocks Inner,8,80
orange_sponge_crust,Shag Rocks Outer,8,45
orange_sponge_crust,Shag Rocks Outer,9,36
peysonnelia,Dive Beach,7,133
peysonnelia,Halfway Rock Inner,7,33
peysonnelia,Halfway Rock Inner,16,81
peysonnelia,Halfway Rock Outer,9,35
peysonnelia,Halfway Rock Outer,10,27
peysonnelia,Halfway Rock Outer,12,22
peysonnelia,Halfway Rock Outer,15,28
peysonnelia,Shag Rocks Inner,8,80
peysonnelia,Shag Rocks Outer,8,45
peysonnelia,Shag Rocks Outer,9,36
phymatolithon_sp,Dive Beach,7,133
phymatolithon_sp,Halfway Rock Inner,7,33
phymatolithon_sp,Halfway Rock Inner,16,81
phymatolithon_sp,Halfway Rock Outer,9,35
phymatolithon_sp,Halfway Rock Outer,10,27
phymatolithon_sp,Halfway Rock Outer,12,22
phymatolithon_sp,Halfway Rock Outer,15,28
phymatolithon_sp,Shag Rocks Inner,8,80
phymatolithon_sp,Shag Rocks Outer,8,45
phymatolithon_sp,Shag Rocks Outer,9,36
red_algae_sub,Dive Beach,7,133
red_algae_sub,Halfway Rock Inner,7,33
red_algae_sub,Halfway Rock Inner,16,81
red_algae_sub,Halfway Rock Outer,9,35
red_algae_sub,Halfway Rock Outer,10,27
red_algae_sub,Halfway Rock Outer,12,22
red_algae_sub,Halfway Rock Outer,15,28
red_algae_sub,Shag Rocks Inner,8,80
red_algae_sub,Shag Rocks Outer,8,45
red_algae_sub,Shag Rocks Outer,9,36
scypha_sp,Dive Beach,7,133
scypha_sp,Halfway Rock Inner,7,33
scypha_sp,Halfway Rock Inner,16,81
scypha_sp,Halfway Rock Outer,9,35
scypha_sp,Halfway Rock Outer,10,27
scypha_sp,Halfway Rock Outer,12,22
scypha_sp,Halfway Rock Outer,15,28
scypha_sp,Shag Rocks Inner,8,80
scypha_sp,Shag Rocks Outer,8,45
scypha_sp,Shag Rocks Outer,9,36
spirorbis_spp,Dive Beach,7,133
spirorbis_spp,Halfway Rock Inner,7,33
spirorbis_spp,Halfway Rock Inner,16,81
spirorbis_spp,Halfway Rock Outer,9,35
spirorbis_spp,Halfway Rock Outer,10,27
spirorbis_spp,Halfway Rock Outer,12,22
spirorbis_spp,Halfway Rock Outer,15,28
spirorbis_spp,Shag Rocks Inner,8,80
spirorbis_spp,Shag Rocks Outer,8,45
spirorbis_spp,Shag Rocks Outer,9,36
styela_sp,Dive Beach,7,133
styela_sp,Halfway Rock Inner,7,33
styela_sp,Halfway Rock Inner,16,81
styela_sp,Halfway Rock Outer,9,35
styela_sp,Halfway Rock Outer,10,27
styela_sp,Halfway Rock Outer,12,22
styela_sp,Halfway Rock Outer,15,28
styela_sp,Shag Rocks Inner,8,80
styela_sp,Shag Rocks Outer,8,45
styela_sp,Shag Rocks Outer,9,36
tube_complex,Dive Beach,7,133
tube_complex,Halfway Rock Inner,7,33
tube_complex,Halfway Rock Inner,16,81
tube_complex,Halfway Rock Outer,9,35
tube_complex,Halfway Rock Outer,10,27
tube_complex,Halfway Rock Outer,12,22
tube_complex,Halfway Rock Outer,15,28
tube_complex,Shag Rocks Inner,8,80
tube_complex,Shag Rocks Outer,8,45
tube_complex,Shag Rocks Outer,9,36
tubularia_sub,Dive Beach,7,133
tubularia_sub,Halfway Rock Inner,7,33
tubularia_sub,Halfway Rock Inner,16,81
tubularia_sub,Halfway Rock Outer,9,35
tubularia_sub,Halfway Rock Outer,10,27
tubularia_sub,Halfway Rock Outer,12,22
tubularia_sub,Halfway Rock Outer,15,28
tubularia_sub,Shag Rocks Inner,8,80
tubularia_sub,Shag Rocks Outer,8,45
tubularia_sub,Shag Rocks Outer,9,36
alcyonium_sub,Halfway Rock Deep,22.87,
alcyonium_sub,Halfway Rock Deep,25.9,
aplidium_glabrum,Halfway Rock Deep,22.87,
aplidium_glabrum,Halfway Rock Deep,25.9,
anomia_spp,Halfway Rock Deep,22.87,
anomia_spp,Halfway Rock Deep,25.9,
balanus_balanus,Halfway Rock Deep,22.87,
balanus_balanus,Halfway Rock Deep,25.9,
boltenia_ovifera,Halfway Rock Deep,25.9,
botrylloides_sp,Halfway Rock Deep,22.87,
botrylloides_sp,Halfway Rock Deep,25.9,
bugula_simplex,Halfway Rock Deep,22.87,
bugula_simplex,Halfway Rock Deep,25.9,
cliona_spp,Halfway Rock Deep,22.87,
cliona_spp,Halfway Rock Deep,25.9,
clathromorphum_sp,Halfway Rock Deep,22.87,
clathromorphum_sp,Halfway Rock Deep,25.9,
dendrodoa_carnea,Halfway Rock Deep,22.87,
diplosoma_listerianum,Halfway Rock Deep,22.87,
diplosoma_listerianum,Halfway Rock Deep,25.9,
didemnum_albidum,Halfway Rock Deep,22.87,
didemnum_albidum,Halfway Rock Deep,25.9,
didemnum_vexillum,Halfway Rock Deep,22.87,
tubularia_sub,Halfway Rock Deep,22.87,
tubularia_sub,Halfway Rock Deep,25.9,
edwardsiella_lineata,Halfway Rock Deep,22.87,
edwardsiella_lineata,Halfway Rock Deep,25.9,
halichondria_panicea,Halfway Rock Deep,22.87,
halichondria_panicea,Halfway Rock Deep,25.9,
hyd_bry_complex,Halfway Rock Deep,22.87,
hyd_bry_complex,Halfway Rock Deep,25.9,
isodictya_spp,Halfway Rock Deep,22.87,
isodictya_spp,Halfway Rock Deep,25.9,
lithothamnion_spp,Halfway Rock Deep,22.87,
lithothamnion_spp,Halfway Rock Deep,25.9,
mytilus_edulis,Halfway Rock Deep,22.87,
mytilus_edulis,Halfway Rock Deep,25.9,
modiolus_modiolus,Halfway Rock Deep,22.87,
modiolus_modiolus,Halfway Rock Deep,25.9,
metridium_sub,Halfway Rock Deep,22.87,
metridium_sub,Halfway Rock Deep,25.9,
myxicola_infundibulum,Halfway Rock Deep,22.87,
myxicola_infundibulum,Halfway Rock Deep,25.9,
phymatolithon_sp,Halfway Rock Deep,22.87,
phymatolithon_sp,Halfway Rock Deep,25.9,
spirorbis_spp,Halfway Rock Deep,25.9,
terebratulina_septentrionalis,Halfway Rock Deep,22.87,
terebratulina_septentrionalis,Halfway Rock Deep,25.9,
